OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
17-2030,Biomedical Engineers,broad,"20,890",4.0,43.86,"91,230",1.2,24.75,31.51,41.45,53.00,67.08,"51,480","65,540","86,220","110,250","139,520",,
17-2031,Biomedical Engineers,detailed,"20,890",4.0,43.86,"91,230",1.2,24.75,31.51,41.45,53.00,67.08,"51,480","65,540","86,220","110,250","139,520",,
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,660",4.2,*,"91,030",1.8,*,*,*,*,*,"45,960","63,850","88,270","115,310","143,710",TRUE,
11-9030,Education Administrators,broad,"449,430",0.5,43.74,"90,970",0.5,22.06,30.84,41.01,53.29,67.78,"45,890","64,150","85,290","110,840","140,970",,
15-1120,Computer and Information Analysts,broad,"645,550",1.0,43.56,"90,600",0.3,24.92,31.98,41.52,53.00,65.86,"51,830","66,520","86,370","110,230","136,990",,
19-2020,Atmospheric and Space Scientists,broad,"10,370",6.3,43.37,"90,210",1.0,24.34,31.83,43.18,52.65,63.55,"50,630","66,200","89,820","109,500","132,180",,
19-2021,Atmospheric and Space Scientists,detailed,"10,370",6.3,43.37,"90,210",1.0,24.34,31.83,43.18,52.65,63.55,"50,630","66,200","89,820","109,500","132,180",,
15-1121,Computer Systems Analysts,detailed,"556,660",1.1,43.36,"90,180",0.4,24.96,31.89,41.25,52.51,65.12,"51,910","66,340","85,800","109,210","135,450",,
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,200",1.4,*,"89,840",1.0,*,*,*,*,*,"43,240","57,400","79,020","111,140","150,320",TRUE,
27-2012,Producers and Directors,detailed,"104,650",2.6,43.11,"89,670",1.4,15.28,21.70,32.91,50.38,87.40,"31,780","45,140","68,440","104,780","181,780",,
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"42,720",2.3,*,"89,470",1.6,*,*,*,*,*,"34,790","50,610","69,240","107,720","171,890",TRUE,
27-3021,Broadcast News Analysts,detailed,"4,730",6.5,42.90,"89,240",2.2,13.16,18.73,31.51,53.50,#,"27,370","38,960","65,530","111,290",#,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"334,010",1.3,42.87,"89,170",0.6,18.54,25.65,36.63,53.61,74.01,"38,570","53,360","76,190","111,500","153,940",,
51-8011,Nuclear Power Reactor Operators,detailed,"6,940",5.9,42.70,"88,820",1.0,31.98,37.29,42.58,48.20,56.14,"66,520","77,570","88,560","100,250","116,780",,
25-1065,"Political Science Teachers, Postsecondary",detailed,"17,460",1.5,*,"88,680",1.4,*,*,*,*,*,"40,150","55,280","76,370","108,360","151,940",TRUE,
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,540",1.9,*,"88,570",1.3,*,*,*,*,*,"44,830","58,250","78,770","109,870","146,530",TRUE,
13-2060,Financial Examiners,broad,"44,200",2.1,42.46,"88,310",1.3,21.90,28.12,37.50,52.55,71.82,"45,540","58,490","78,010","109,310","149,390",,
13-2061,Financial Examiners,detailed,"44,200",2.1,42.46,"88,310",1.3,21.90,28.12,37.50,52.55,71.82,"45,540","58,490","78,010","109,310","149,390",,
25-1040,"Life Sciences Teachers, Postsecondary",broad,"62,990",1.6,*,"88,240",0.9,*,*,*,*,*,"41,860","56,290","77,960","109,580","149,540",TRUE,
17-2140,Mechanical Engineers,broad,"278,340",1.3,42.40,"88,190",0.4,25.79,31.99,40.19,50.53,61.74,"53,640","66,540","83,590","105,110","128,430",,
17-2141,Mechanical Engineers,detailed,"278,340",1.3,42.40,"88,190",0.4,25.79,31.99,40.19,50.53,61.74,"53,640","66,540","83,590","105,110","128,430",,
15-2000,Mathematical Science Occupations,minor,"151,380",1.8,42.33,"88,040",0.6,21.49,28.60,39.12,52.69,67.84,"44,700","59,490","81,360","109,590","141,110",,
17-2080,Environmental Engineers,broad,"52,600",1.9,42.33,"88,040",0.6,24.15,31.06,40.65,51.26,61.75,"50,230","64,610","84,560","106,610","128,440",,
17-2081,Environmental Engineers,detailed,"52,600",1.9,42.33,"88,040",0.6,24.15,31.06,40.65,51.26,61.75,"50,230","64,610","84,560","106,610","128,440",,
17-2050,Civil Engineers,broad,"275,210",1.1,42.28,"87,940",0.4,25.43,31.13,39.53,50.35,62.43,"52,900","64,750","82,220","104,730","129,850",,
17-2051,Civil Engineers,detailed,"275,210",1.1,42.28,"87,940",0.4,25.43,31.13,39.53,50.35,62.43,"52,900","64,750","82,220","104,730","129,850",,
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"24,900",1.9,42.21,"87,810",0.6,23.76,30.83,40.68,52.16,62.87,"49,410","64,120","84,600","108,490","130,770",,
15-1140,Database and Systems Administrators and Network Architects,broad,"634,850",0.7,42.02,"87,400",0.2,23.41,30.23,39.80,52.05,64.07,"48,700","62,880","82,780","108,270","133,270",,
15-1190,Miscellaneous Computer Occupations,broad,"223,370",0.9,41.98,"87,310",0.9,21.79,31.03,40.98,52.17,62.36,"45,320","64,550","85,240","108,510","129,700",,
15-1199,"Computer Occupations, All Other",detailed,"223,370",0.9,41.98,"87,310",0.9,21.79,31.03,40.98,52.17,62.36,"45,320","64,550","85,240","108,510","129,700",,
53-2000,Air Transportation Workers,minor,"260,670",4.1,*,"87,140",2.3,*,*,*,*,*,"31,970","44,070","68,510","114,060","164,240",TRUE,
17-2110,"Industrial Engineers, Including Health and Safety",broad,"272,470",1.0,41.86,"87,070",0.4,25.46,31.96,40.18,50.08,61.19,"52,970","66,490","83,570","104,170","127,270",,
17-2112,Industrial Engineers,detailed,"247,570",1.1,41.82,"86,990",0.4,25.63,32.06,40.13,49.85,61.02,"53,300","66,680","83,470","103,680","126,920",,
25-1042,"Biological Science Teachers, Postsecondary",detailed,"51,640",1.7,*,"86,830",1.0,*,*,*,*,*,"41,170","54,950","75,320","106,700","149,710",TRUE,
15-0000,Computer and Mathematical Occupations,major,"4,005,250",0.5,41.43,"86,170",0.5,20.12,27.94,39.15,52.64,66.55,"41,850","58,120","81,430","109,490","138,420",,
15-1100,Computer Occupations,minor,"3,853,860",0.5,41.39,"86,090",0.5,20.07,27.92,39.15,52.64,66.49,"41,740","58,060","81,430","109,490","138,290",,
25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,460",1.6,*,"86,070",1.0,*,*,*,*,*,"41,800","55,250","75,060","104,150","145,300",TRUE,
27-2010,"Actors, Producers, and Directors",broad,"155,210",5.1,41.28,"85,850",1.9,11.24,17.48,29.08,49.88,#,"23,380","36,370","60,480","103,760",#,,
33-1012,First-Line Supervisors of Police and Detectives,detailed,"100,370",0.6,41.26,"85,810",0.6,23.52,30.31,39.47,49.91,63.25,"48,930","63,050","82,090","103,810","131,570",,
29-1123,Physical Therapists,detailed,"209,690",1.0,41.25,"85,790",0.4,27.43,33.47,40.40,47.56,57.59,"57,060","69,620","84,020","98,930","119,790",,
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"6,000",2.6,*,"85,440",1.1,*,*,*,*,*,"43,080","57,040","77,650","104,770","141,370",TRUE,
19-2000,Physical Scientists,minor,"266,060",1.0,40.95,"85,180",0.6,20.45,26.50,36.61,50.85,67.08,"42,540","55,120","76,140","105,760","139,520",,
29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,"35,750",2.4,40.92,"85,120",3.5,18.96,26.69,35.92,51.49,65.36,"39,440","55,510","74,710","107,090","135,950",,
29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"35,750",2.4,40.92,"85,120",3.5,18.96,26.69,35.92,51.49,65.36,"39,440","55,510","74,710","107,090","135,950",,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"247,850",0.7,40.82,"84,910",0.4,17.73,24.60,34.76,49.91,71.77,"36,870","51,160","72,300","103,820","149,290",,
25-1031,"Architecture Teachers, Postsecondary",detailed,"7,340",6.8,*,"84,880",2.2,*,*,*,*,*,"38,360","52,110","73,920","100,680","144,380",TRUE,
25-1021,"Computer Science Teachers, Postsecondary",detailed,"33,760",1.8,*,"84,700",1.0,*,*,*,*,*,"37,570","52,700","74,840","105,020","145,450",TRUE,
53-2012,Commercial Pilots,detailed,"39,760",3.5,*,"84,510",1.9,*,*,*,*,*,"34,800","53,330","76,150","105,810","147,890",TRUE,
11-9060,Funeral Service Managers,broad,"8,300",3.2,40.61,"84,470",2.5,18.52,25.62,34.08,47.72,68.63,"38,530","53,280","70,890","99,250","142,750",,
11-9061,Funeral Service Managers,detailed,"8,300",3.2,40.61,"84,470",2.5,18.52,25.62,34.08,47.72,68.63,"38,530","53,280","70,890","99,250","142,750",,
29-1124,Radiation Therapists,detailed,"16,930",2.9,40.61,"84,460",1.2,26.07,31.37,38.57,47.61,58.23,"54,220","65,250","80,220","99,020","121,110",,
15-2040,Statisticians,broad,"29,870",1.9,40.60,"84,440",1.2,21.59,28.73,38.51,50.19,62.80,"44,900","59,750","80,110","104,390","130,630",,
15-2041,Statisticians,detailed,"29,870",1.9,40.60,"84,440",1.2,21.59,28.73,38.51,50.19,62.80,"44,900","59,750","80,110","104,390","130,630",,
15-1131,Computer Programmers,detailed,"289,420",1.7,40.56,"84,360",1.4,21.37,28.97,38.24,49.79,62.89,"44,450","60,250","79,530","103,570","130,800",,
15-1141,Database Administrators,detailed,"113,770",1.0,40.51,"84,250",0.3,21.85,28.89,39.29,51.15,61.09,"45,460","60,100","81,710","106,390","127,080",,
15-2030,Operations Research Analysts,broad,"95,860",2.6,40.47,"84,180",0.8,20.92,27.55,37.80,50.52,63.70,"43,520","57,310","78,630","105,090","132,500",,
15-2031,Operations Research Analysts,detailed,"95,860",2.6,40.47,"84,180",0.8,20.92,27.55,37.80,50.52,63.70,"43,520","57,310","78,630","105,090","132,500",,
25-1060,"Social Sciences Teachers, Postsecondary",broad,"116,420",1.3,*,"84,180",0.8,*,*,*,*,*,"38,810","53,050","73,490","102,570","144,750",TRUE,
19-2043,Hydrologists,detailed,"6,580",3.6,40.11,"83,440",1.2,24.24,30.09,38.24,48.03,57.87,"50,410","62,590","79,550","99,900","120,370",,
53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"33,110",3.7,39.98,"83,150",2.1,18.42,25.69,36.91,50.21,64.88,"38,310","53,450","76,780","104,440","134,950",,
17-0000,Architecture and Engineering Occupations,major,"2,475,390",0.5,39.89,"82,980",0.3,20.18,27.26,36.96,49.38,63.16,"41,970","56,700","76,870","102,710","131,360",,
11-9039,"Education Administrators, All Other",detailed,"31,880",1.8,39.89,"82,970",1.6,20.10,26.63,36.99,49.35,61.64,"41,810","55,390","76,930","102,660","128,210",,
17-1011,"Architects, Except Landscape and Naval",detailed,"93,720",1.6,39.83,"82,850",0.8,22.15,28.30,36.59,47.00,60.34,"46,080","58,870","76,100","97,760","125,520",,
19-2040,Environmental Scientists and Geoscientists,broad,"125,630",1.3,39.65,"82,480",0.8,20.04,25.68,34.49,47.61,64.13,"41,690","53,410","71,740","99,030","133,390",,
15-1142,Network and Computer Systems Administrators,detailed,"374,480",0.7,39.52,"82,200",0.3,22.82,29.02,37.41,47.84,59.66,"47,460","60,360","77,810","99,510","124,090",,
19-3040,Sociologists,broad,"2,620",6.7,39.47,"82,100",2.9,17.41,24.70,35.46,49.66,69.83,"36,200","51,380","73,760","103,300","145,250",,
19-3041,Sociologists,detailed,"2,620",6.7,39.47,"82,100",2.9,17.41,24.70,35.46,49.66,69.83,"36,200","51,380","73,760","103,300","145,250",,
19-1000,Life Scientists,minor,"281,440",1.7,39.39,"81,920",0.7,19.96,25.45,34.66,47.82,63.91,"41,510","52,930","72,090","99,460","132,930",,
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,240",2.4,*,"81,700",1.6,*,*,*,*,*,"37,830","51,920","72,300","99,350","139,970",TRUE,
29-1122,Occupational Therapists,detailed,"114,660",1.3,39.27,"81,690",0.4,25.60,31.75,38.54,46.44,55.78,"53,250","66,040","80,150","96,590","116,030",,
19-3099,"Social Scientists and Related Workers, All Other",detailed,"34,160",2.4,38.78,"80,650",1.0,21.82,28.70,36.72,47.02,56.77,"45,390","59,690","76,380","97,800","118,080",,
27-2021,Athletes and Sports Competitors,detailed,"11,710",7.9,*,"80,490",5.8,*,*,*,*,*,"19,910","28,400","44,680","89,780",#,TRUE,
51-8012,Power Distributors and Dispatchers,detailed,"11,540",3.2,38.66,"80,400",0.7,25.66,32.33,38.86,45.59,52.36,"53,370","67,250","80,840","94,830","108,900",,
17-1010,"Architects, Except Naval",broad,"113,550",1.4,38.64,"80,370",0.7,21.36,27.35,35.60,46.07,58.84,"44,440","56,900","74,040","95,830","122,380",,
27-4032,Film and Video Editors,detailed,"27,660",6.0,38.61,"80,300",2.7,12.63,18.67,29.69,50.14,74.92,"26,270","38,830","61,750","104,280","155,840",,
41-9021,Real Estate Brokers,detailed,"38,810",2.8,38.56,"80,210",2.8,11.25,15.85,27.34,47.63,80.26,"23,400","32,970","56,860","99,080","166,940",,
25-1020,"Math and Computer Teachers, Postsecondary",broad,"87,610",1.4,*,"80,140",0.8,*,*,*,*,*,"36,790","50,310","69,990","98,410","138,290",TRUE,
19-1090,Miscellaneous Life Scientists,broad,"9,070",4.2,38.40,"79,870",1.6,20.92,25.73,33.92,47.13,62.19,"43,520","53,510","70,550","98,030","129,350",,
19-1099,"Life Scientists, All Other",detailed,"9,070",4.2,38.40,"79,870",1.6,20.92,25.73,33.92,47.13,62.19,"43,520","53,510","70,550","98,030","129,350",,
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"11,250",3.3,*,"79,820",2.0,*,*,*,*,*,"36,800","48,130","67,490","98,600","148,230",TRUE,
13-2040,Credit Analysts,broad,"70,840",1.9,38.33,"79,720",0.9,19.35,24.88,33.50,45.80,64.46,"40,250","51,750","69,680","95,260","134,080",,
13-2041,Credit Analysts,detailed,"70,840",1.9,38.33,"79,720",0.9,19.35,24.88,33.50,45.80,64.46,"40,250","51,750","69,680","95,260","134,080",,
25-1064,"Geography Teachers, Postsecondary",detailed,"4,350",2.6,*,"79,690",1.0,*,*,*,*,*,"41,250","55,950","75,400","98,900","124,190",TRUE,
33-3020,Detectives and Criminal Investigators,broad,"106,580",0.4,38.28,"79,620",0.6,19.81,25.87,37.12,48.55,61.87,"41,200","53,810","77,210","100,990","128,690",,
33-3021,Detectives and Criminal Investigators,detailed,"106,580",0.4,38.28,"79,620",0.6,19.81,25.87,37.12,48.55,61.87,"41,200","53,810","77,210","100,990","128,690",,
19-1020,Biological Scientists,broad,"101,970",2.5,38.27,"79,610",0.9,19.82,25.48,34.72,45.90,61.12,"41,230","53,000","72,220","95,480","127,120",,
25-1066,"Psychology Teachers, Postsecondary",detailed,"38,380",1.8,*,"79,370",0.9,*,*,*,*,*,"36,630","51,210","70,260","96,540","133,810",TRUE,
19-2030,Chemists and Materials Scientists,broad,"91,520",1.7,38.04,"79,130",0.8,19.93,25.46,34.91,47.68,61.37,"41,450","52,960","72,610","99,170","127,650",,
53-5020,Ship and Boat Captains and Operators,broad,"36,760",3.6,37.98,"79,000",2.1,15.82,23.61,34.82,48.35,62.85,"32,910","49,110","72,420","100,570","130,720",,
53-5030,Ship Engineers,broad,"9,940",6.0,37.97,"78,970",4.0,18.54,24.19,35.03,47.17,63.94,"38,570","50,310","72,870","98,120","132,990",,
53-5031,Ship Engineers,detailed,"9,940",6.0,37.97,"78,970",4.0,18.54,24.19,35.03,47.17,63.94,"38,570","50,310","72,870","98,120","132,990",,
33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"142,890",0.5,37.96,"78,950",0.7,20.46,26.72,36.18,46.55,59.28,"42,560","55,580","75,250","96,830","123,300",,
19-4050,Nuclear Technicians,broad,"6,500",6.5,37.91,"78,850",1.7,22.95,30.69,38.59,44.79,49.88,"47,730","63,830","80,260","93,160","103,750",,
19-4051,Nuclear Technicians,detailed,"6,500",6.5,37.91,"78,850",1.7,22.95,30.69,38.59,44.79,49.88,"47,730","63,830","80,260","93,160","103,750",,
19-3090,Miscellaneous Social Scientists and Related Workers,broad,"49,340",2.1,37.88,"78,790",1.1,19.75,27.01,35.88,46.57,57.92,"41,070","56,180","74,640","96,870","120,470",,
13-2000,Financial Specialists,minor,"2,607,760",0.4,37.85,"78,730",0.3,18.25,24.21,32.57,44.81,61.92,"37,960","50,360","67,740","93,200","128,790",,
19-3000,Social Scientists and Related Workers,minor,"239,170",0.9,37.75,"78,520",0.5,19.56,25.93,34.89,46.24,58.31,"40,680","53,940","72,570","96,170","121,290",,
17-2020,Agricultural Engineers,broad,"2,330",6.9,37.73,"78,490",1.4,22.83,28.75,36.10,45.44,56.17,"47,490","59,810","75,090","94,510","116,830",,
17-2021,Agricultural Engineers,detailed,"2,330",6.9,37.73,"78,490",1.4,22.83,28.75,36.10,45.44,56.17,"47,490","59,810","75,090","94,510","116,830",,
29-1010,Chiropractors,broad,"32,080",2.3,37.68,"78,370",1.9,15.05,21.80,30.98,45.20,67.59,"31,310","45,350","64,440","94,010","140,580",,
29-1011,Chiropractors,detailed,"32,080",2.3,37.68,"78,370",1.9,15.05,21.80,30.98,45.20,67.59,"31,310","45,350","64,440","94,010","140,580",,
15-2099,"Mathematical Science Occupations, All Other",detailed,"1,880",6.8,37.65,"78,310",3.1,14.44,19.22,31.83,49.34,76.93,"30,040","39,980","66,210","102,620","160,020",,
19-3030,Psychologists,broad,"118,990",1.2,37.47,"77,950",0.7,19.77,25.90,34.89,46.07,56.88,"41,110","53,880","72,580","95,820","118,310",,
19-2031,Chemists,detailed,"84,720",1.8,37.43,"77,860",0.9,19.77,25.18,34.26,46.88,60.31,"41,110","52,370","71,260","97,510","125,450",,
29-0000,Healthcare Practitioners and Technical Occupations,major,"8,021,800",0.3,37.40,"77,800",0.2,15.41,21.49,30.10,43.18,64.95,"32,050","44,690","62,610","89,810","135,090",,
11-9070,Gaming Managers,broad,"3,950",4.0,37.39,"77,770",1.3,20.73,25.55,32.88,43.60,58.82,"43,130","53,140","68,380","90,680","122,350",,
11-9071,Gaming Managers,detailed,"3,950",4.0,37.39,"77,770",1.3,20.73,25.55,32.88,43.60,58.82,"43,130","53,140","68,380","90,680","122,350",,
27-1010,Artists and Related Workers,broad,"90,150",2.6,37.30,"77,580",1.0,15.03,21.95,32.51,46.86,65.11,"31,260","45,660","67,620","97,470","135,420",,
25-1000,Postsecondary Teachers,minor,"1,531,350",0.9,*,"77,480",0.8,*,*,*,*,*,"29,300","44,290","64,450","95,210","140,720",TRUE,
13-1080,Logisticians,broad,"133,770",1.1,37.25,"77,470",0.3,22.03,27.83,35.70,45.29,55.75,"45,830","57,890","74,260","94,200","115,960",,
13-1081,Logisticians,detailed,"133,770",1.1,37.25,"77,470",0.3,22.03,27.83,35.70,45.29,55.75,"45,830","57,890","74,260","94,200","115,960",,
29-1180,Audiologists,broad,"12,070",4.3,37.22,"77,420",1.2,23.92,29.35,36.01,44.50,53.58,"49,760","61,040","74,890","92,560","111,450",,
29-1181,Audiologists,detailed,"12,070",4.3,37.22,"77,420",1.2,23.92,29.35,36.01,44.50,53.58,"49,760","61,040","74,890","92,560","111,450",,
47-4020,Elevator Installers and Repairers,broad,"21,000",4.5,37.19,"77,350",1.1,19.30,28.72,38.88,45.66,53.55,"40,140","59,750","80,870","94,980","111,370",,
47-4021,Elevator Installers and Repairers,detailed,"21,000",4.5,37.19,"77,350",1.1,19.30,28.72,38.88,45.66,53.55,"40,140","59,750","80,870","94,980","111,370",,
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"53,850",1.4,*,"77,290",0.9,*,*,*,*,*,"36,360","49,000","67,170","94,550","132,620",TRUE,
19-1029,"Biological Scientists, All Other",detailed,"32,050",3.8,37.11,"77,190",1.1,20.07,27.48,36.13,43.33,54.24,"41,740","57,160","75,150","90,140","112,820",,
19-1041,Epidemiologists,detailed,"5,460",2.5,36.97,"76,900",2.0,22.18,26.82,33.39,42.33,55.07,"46,130","55,790","69,450","88,050","114,550",,
29-1127,Speech-Language Pathologists,detailed,"131,450",1.2,36.97,"76,900",0.6,22.12,27.55,35.29,44.85,55.21,"46,000","57,300","73,410","93,280","114,840",,
25-1067,"Sociology Teachers, Postsecondary",detailed,"16,160",1.9,*,"76,750",0.9,*,*,*,*,*,"37,030","51,570","69,230","93,240","127,500",TRUE,
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"98,310",2.3,*,"76,710",2.4,*,*,*,*,*,"33,450","47,120","65,340","91,580","129,150",TRUE,
25-1125,"History Teachers, Postsecondary",detailed,"23,680",2.2,*,"76,670",1.0,*,*,*,*,*,"36,730","51,270","69,400","93,450","125,620",TRUE,
19-1022,Microbiologists,detailed,"21,210",5.0,36.65,"76,230",2.4,18.66,23.55,32.47,46.59,60.19,"38,810","48,980","67,550","96,900","125,200",,
29-1120,Therapists,broad,"628,440",0.7,36.64,"76,220",0.3,21.74,27.69,35.53,44.48,53.92,"45,220","57,600","73,900","92,520","112,160",,
19-3031,"Clinical, Counseling, and School Psychologists",detailed,"105,600",1.4,36.56,"76,040",0.6,19.68,25.57,33.93,44.62,56.23,"40,920","53,190","70,580","92,800","116,960",,
13-2010,Accountants and Auditors,broad,"1,226,910",0.6,36.19,"75,280",0.3,19.90,25.04,32.30,43.04,57.18,"41,400","52,090","67,190","89,520","118,930",,
13-2011,Accountants and Auditors,detailed,"1,226,910",0.6,36.19,"75,280",0.3,19.90,25.04,32.30,43.04,57.18,"41,400","52,090","67,190","89,520","118,930",,
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"55,990",2.0,36.15,"75,190",0.5,22.87,30.14,36.38,43.39,48.86,"47,560","62,690","75,660","90,250","101,630",,
13-2072,Loan Officers,detailed,"303,870",1.2,36.14,"75,170",0.5,15.81,21.51,30.49,44.14,62.81,"32,870","44,740","63,430","91,810","130,630",,
13-2030,Budget Analysts,broad,"56,300",1.1,36.13,"75,150",0.6,22.86,27.86,34.42,43.54,52.21,"47,550","57,950","71,590","90,570","108,600",,
