title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Mahou Sensei Negima! Introduction Film,OVA,3,8,2004,2005,,No,1399,35,3.235,693,Others,No,Other
Maze Bakunetsu Jikuu: Tenpen Kyoui no Giant,Movie,1,40,1998,1998,,No,41,3,2.674,19,J.C. Staff,No,Other
Yumeiro Pâtissière: Mune Kyun Tropical Island!,Other,1,7,2010,2010,"Amano, Vanilla and the rest of the gang have been shipwrecked on a remote tropical island. While the Princes of Sweets are battling with giant fish, running from hidden traps and foraging for noxious fruits in the forest, Amano is having the time of her life. But after several days stranded, will the gang be able to rustle themselves up a decent meal?",No,1291,14,3.594,766,Others,No,Other
The Testament of Sister New Devil DEPARTURES,Movie,1,60,2018,2018,,Yes,2068,91,3.471,1198,Others,No,Other
Grrl Power!,OVA,1,25,2004,2004,"Need some help? At the Irakura agency, the young Umi, Sora and Ao take care of everything from delivering items to defeating monsters -- for a modest fee. Need a date? Having problems with your homework? There's nothing this young trio can't handle -- until now! When a distraught mother asks the girls for help getting her son to go back to school, Umi, Sora and Ao soon discover they might have a lot more to teach the boy than good attendance!",No,445,9,2.88,271,Others,No,Other
Linebarrels of Iron,TV,24,7,2008,2009,"AD 2019: the giant mecha known as LINEBARREL falls to Earth, grabbing the attention of the anti-machina organization JUDA. Before JUDA can arrive on the scene, an unfortunate accident occurs: LINEBARREL crashes into Kouichi Hayase, a weak and frail pushover of a boy. Waking up underneath a beautiful naked woman, Kouichi discovers that he now possesses great power and can summon LINEBARREL for his own purposes. All Kouichi has wanted is to become a hero of justice and hold his own, instead his childhood friends Yajima and Risako fighting his battles for him – and now he finally has that chance. With LINEBARREL's power, Kouichi becomes cocky and aggressive, lashing out at those he cares about most; and as a 'hero of justice', Kouichi must find his new place in the world and protect himself from two organizations who want their hands on LINEBARREL.",No,4649,199,3.256,3100,Others,No,Other
Bronze: Cathexis Koji Nanjo,OVA,1,30,1994,1994,,No,277,8,2.374,181,MADHOUSE,No,Based on a Manga
Osaru no Kantai,Movie,1,1,1967,1970,,No,137,0,1.41,85,Others,No,Other
ClariS: irony,Music Video,1,5,2010,2010,,No,108,0,2.431,52,Others,No,Other
Taishou Yakyuu Musume,TV,12,6,2009,2009,"The year is 1925 and Japan is still a country with socially backwards views, particularly on women's rights. One young girl named Akiko Ogasawara decides to fight for equality in her own way - by forming a girls' baseball team! She soon enlists her good friend Koume Suzukawa, and it's now up to the two of them to put together a team of like-minded and spirited young ladies. Under the able and enthusiastic tutelage of English teacher Miss Garland, the girls will need to bond closely, learn well and practice hard if they are to stand their ground against boys' teams and show a misogynistic society exactly what they're made of... while having some fun in the process.",No,1195,118,3.687,1002,J.C. Staff,No,Other
Juunin no Chiisa na Indian,Movie,1,2,1968,1970,,No,38,0,1.913,25,Others,No,Other
Irodorimidori: Sousha wa Tada Senaka to Teikin de Kataru Nomi,Music Video,1,3,2017,2017,,No,77,0,2.261,50,Others,No,Other
Kamigami no Asobi,TV,12,5,2014,2014,"Yui Kusanagi discovers a mighty sword that transports her to another world. There, this ordinary high school girl finds herself face-to-face with the mighty Greek god Zeus, who has an unusual request: remain in the dimension he has created and attend a school of legendary proportions. Zeus acts as dean for a school of young, misguided gods. The bond between humans and gods has weakened, and it is now up to Yui to teach the gods about love and what it means to be human.",No,4649,199,3.702,3100,Others,No,Other
Pinch to Punch,TV,34,5,1969,1970,"Pinch and Punch are two modern-day twins who have a particular gift for mischief and pranks. With the help of their girlfriend Dotako, their sister Chibigon, and their pet pig Ijibuta, they think up and carry out all manner of hijinks. Victims of their pranks include their nagging mother, Mamagon; two-faced adults; and brainiacs who do nothing but study.",No,17,1,2.064,12,Others,No,Other
Generator Gawl,TV,12,5,1998,1998,"Gawl, Koji and Ryo may seem like ordinary exchange students, but in reality they're anything but normal. The trio has travelled into the past to stop dangerous genetic research from being completed – research that has terrible consequences in the future – and Gawl, a boy with the ability to morph into a powerful creature, may be their best hope in succeeding. Now, between trying to hide their secret from the nosy daughter of their landlord and attending classes at Oju Academy, the boys must race against the clock to complete their mission at any cost.",No,1475,51,3.36,1029,Others,No,Other
Loups=Garous Picture Drama,DVD Special,1,8,2010,2010,,No,222,4,2.092,134,Others,No,Other
Business Fish,TV,6,5,2019,2019,The anime features characters with human bodies and fish heads as office workers at an IT firm.,No,35,19,1.767,41,Others,No,Other
Carino Coni,TV,26,3,2014,2014,,No,15,0,1.978,12,Others,No,Other
Fastening Days 4,Web,3,4,2019,2019,,No,41,5,2.315,21,Others,No,Other
Zenki,TV,34,9.5,1995,1995,"Chiaki is an energetic young teenager who lives with her grandmother in an old temple just outside of town. She is a descendant of the powerful sorcerer Enno Ozune who, along with a powerful guardian spirit, protected the land from evil monsters. Now, sinister forces have begun to arise again and search for the Seeds of Evil. When their temple, which hides a Seed of Evil, is attacked, Chiaki releases the seal on the legendary guardian spirit Zenki to protect them - but he's stuck in the form of a child until she unleashes his power with the Guardian Bracelet of her ancestor. Together, the duo must defeat the evil Karuma and his minions while destroying all the Seeds of Evil. Can Zenki and Chiaki learn to get along and fight as a team, or will their constant arguments be their downfall?",Yes,1012,68,3.236,677,Studio Deen,No,Other
Naita Aka Oni,Movie,1,17,1967,1970,,No,12,2,1.935,10,Others,No,Other
ClariS: Gravity,Music Video,1,4,2016,2016,,No,51,1,2.125,31,Others,No,Other
Dash! Kappei,TV,34,5,1981,1982,"Kappei Sakamoto is an exceptionally short boy who is exceptionally good at sports, including basketball. But Kappei's Achilles heel is a nice pair of panties - and only plain white will do. At every turn Kappei tries to get a peer up the skirts of the ladies around him, and he likes what he sees in both the basketball team's captain, Coach Natsu, and the lovely Akane Aki. With two pairs of white panties as a good omen, Kappei decides to join the basketball team and do his very best. Through a variety of competitions and trials, Kappei will help Seirin High School always remain on top!",No,636,24,3.62,446,Others,No,Other
Ahiru no Pekkle no Minikui Ahiru no Ko,OVA,1,25,2001,2001,,No,65,2,1.904,26,Others,No,Other
"Nasu Highland Park Horror Attraction ""Sema Kuruoshii Ie""",Web,1,1,2019,2019,,No,19,0,1.511,11,Others,No,Other
Zhu Zhu Xia: Chao Xing Meng Chong,TV,34,15,2017,2017,"Dr. Mihoo is recruiting a pig hero team to become interstellar agents whose mission will be to protect the universe! GG Bond meets Dr. Mihoo accidentally and gets entranced by the charm of interstellar shuttling, so he accepts Dr. Mihoo's invitation and joins the agent team. The pigs are teamed with super-powered robot pets that transform from the cutest creatures into mega-sized fighting machines with ultra-animal attributes. The pets are each controlled by their partner. Together they make the ultimate tram that can take on any challenge! Also, they'll travel through space and time – and even to other dimensions – all in their quest to right wrongs, keep the peace and defeat evil everywhere.",No,13,0,1.903,11,Others,No,Other
GREAT3: Higan,Music Video,1,5,2012,2012,,No,23,0,2.059,13,Others,No,Other
Battle Spirits: Double Drive,TV,34,15,2016,2017,"Shunta Mogami loves the Battle Spirits game. One day he is transported by a light from a Battle Spirits card to Spirits World, the origin of all Battle Spirits. He meets a girl named Eto, who claims to have summoned him to Spirits World in order to prevent its destruction at the hands of the revived Evil God-King, who once plotted the destruction of Spirits World before being defeated and sealed away. Together with the confident, green-deck-wielding Yoku Albatrosa, who also came from another world, Shunta sets out to find the twelve God-Kings whose power originally sealed the Evil God-King.",No,47,10,2.382,31,Others,No,Fantasy
Armed Blue: Gunvolt,OVA,1,22,2017,2017,"It is the near future and among humankind exists Adepts, people who possess extraordinary abilities known as Septimal Powers. The existence of these Adepts has caused widespread chaos around the world, but in the nation of Japan, order and peace is maintained by a large conglomerate known as the Sumeragi Group.... However, this would prove to be a temporary peace, granted to the citizens of Japan by the sacrifice of countless Adepts at the hands of Sumeragi. On the surface, the Sumeragi Group appears be a rather normal, clean company. Below the surface, Sumeragi captures Adepts, holds them against their will and performs inhumane scientific experiments on them. One group known as QUILL (Quorum for Unrestricted Information, Law, and Liberty) made this discovery and pledged to revolt against the Sumeragi Group. A member of QUILL, a young man named Gunvolt, sets out one evening to infiltrate a Sumeragi facility in the name of freedom for his fellow Adepts.",No,249,15,2.092,162,Others,No,Sci Fi
Another Time,Web,1,5,2010,2010,"It is the day of wake of the Grandpa. Grandma is alone in her room looking at the album full of memories with him. “Are you sad, Grandma?,” asks the boy. She replies her grandson merrily with jokes. In the meanwhile she falls asleep and in her dream she meets a man and makes a promise with him….",No,54,0,2.603,32,Others,No,Other
Masterlink: Super Speed,Music Video,1,5,2010,2010,,No,171,1,2.237,125,Others,No,Other
